,Unnamed: 0,product_ndc,API,searched_API,Dosage_strength,Dosage_form,strength_num,Strength_unit,per_unit,strength_in_mg,unit_in_mg,strength_in_mg_per_1unit,is_tablet
37359,44947,62011-0055,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37360,44948,24385-175,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37361,44949,56062-423,IBUPROFEN,pseudoephedrine,200 mg/1,"TABLET, SUGAR COATED",200.0,mg,1,200.0,1.0,200.0,True
37362,44950,10702-005,DEXBROMPHENIRAMINE MALEATE,pseudoephedrine,6 mg/1,"TABLET, EXTENDED RELEASE",6.0,mg,1,6.0,1.0,6.0,True
37363,44951,0363-0989,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37364,44953,69842-994,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37366,44955,55111-798,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37367,44956,55111-799,GUAIFENESIN,pseudoephedrine,1200 mg/1,"TABLET, EXTENDED RELEASE",1200.0,mg,1,1200.0,1.0,1200.0,True
37368,44958,56062-432,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37369,44959,62011-0070,IBUPROFEN,pseudoephedrine,200 mg/1,"TABLET, SUGAR COATED",200.0,mg,1,200.0,1.0,200.0,True
37370,44960,62011-0071,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37371,44961,0085-1322,DESLORATADINE,pseudoephedrine,2.5 mg/1,"TABLET, EXTENDED RELEASE",2.5,mg,1,2.5,1.0,2.5,True
37372,44962,62011-0071,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37373,44963,50090-5615,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37374,44964,47335-724,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37375,44965,63981-147,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37376,44966,0363-0111,CHLORPHENIRAMINE MALEATE,pseudoephedrine,4 mg/1,TABLET,4.0,mg,1,4.0,1.0,4.0,True
37377,44967,30142-423,IBUPROFEN,pseudoephedrine,200 mg/1,"TABLET, SUGAR COATED",200.0,mg,1,200.0,1.0,200.0,True
37378,44968,46122-452,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37379,44970,30142-432,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37380,44971,37808-007,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37381,44973,58605-101,GUAIFENESIN,pseudoephedrine,360 mg/1,TABLET,360.0,mg,1,360.0,1.0,360.0,True
37382,44974,63981-176,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37383,44975,69842-415,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37385,44977,21130-204,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37386,44978,41163-054,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37387,44979,45802-721,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37388,44980,46122-455,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37389,44981,50090-3585,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
37390,44982,50580-240,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,240 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",240.0,mg,1,240.0,1.0,240.0,True
37392,44984,41250-724,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37393,44985,58605-106,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
37395,44987,36800-611,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37396,44988,50580-242,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37398,44992,41250-728,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37399,44993,50580-250,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37400,44994,70000-0580,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37401,44995,70677-0077,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37403,44997,30142-447,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37405,44999,0904-6907,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,TABLET,60.0,mg,1,60.0,1.0,60.0,True
37406,45000,30142-450,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37407,45001,48964-112,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
37408,45002,0363-0112,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37410,45004,37808-022,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37411,45005,24385-432,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37412,45006,50580-342,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37413,45007,56062-555,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37414,45008,50580-344,ACETAMINOPHEN,pseudoephedrine,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
37415,45009,64543-097,DEXCHLORPHENIRAMINE MALEATE,pseudoephedrine,2 mg/1,"TABLET, MULTILAYER",2.0,mg,1,2.0,1.0,2.0,True
37416,45010,65193-325,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
37417,45011,50580-363,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37418,45013,0113-2007,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37419,45014,49348-851,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37420,45015,70000-0002,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37421,45016,0113-0432,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37422,45017,70000-0004,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37423,45018,0113-0176,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37424,45019,68196-204,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED",120.0,mg,1,120.0,1.0,120.0,True
37425,45020,50090-2537,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37426,45022,0573-0180,IBUPROFEN,pseudoephedrine,200 mg/1,"TABLET, COATED",200.0,mg,1,200.0,1.0,200.0,True
37427,45023,70518-0371,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37428,45024,36800-054,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37429,45025,11822-1055,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37430,45027,0904-5125,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED",60.0,mg,1,60.0,1.0,60.0,True
37431,45028,11822-0112,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37432,45029,56062-144,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37433,45030,49035-729,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37434,45031,69256-054,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37435,45032,37808-651,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37436,45033,63187-955,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37437,45034,0363-0650,NAPROXEN SODIUM,pseudoephedrine,220 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",220.0,mg,1,220.0,1.0,220.0,True
37438,45035,0904-5351,CHLORPHENIRAMINE MALEATE,pseudoephedrine,4 mg/1,TABLET,4.0,mg,1,4.0,1.0,4.0,True
37439,45036,0904-5833,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37440,45037,41520-013,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37441,45038,0113-2008,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37442,45039,63187-960,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37443,45040,29978-588,DEXTROMETHORPHAN HYDROBROMIDE,pseudoephedrine,20 mg/1,TABLET,20.0,mg,1,20.0,1.0,20.0,True
37444,45041,70677-0110,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37445,45042,0904-6990,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37446,45043,29978-601,DEXTROMETHORPHAN HYDROBROMIDE,pseudoephedrine,15 mg/1,TABLET,15.0,mg,1,15.0,1.0,15.0,True
37447,45044,30142-967,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,TABLET,120.0,mg,1,120.0,1.0,120.0,True
37448,45045,50580-434,NAPROXEN SODIUM,pseudoephedrine,220 mg/1,"TABLET, MULTILAYER, EXTENDED RELEASE",220.0,mg,1,220.0,1.0,220.0,True
37449,45046,0363-1604,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37451,45048,69256-144,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37453,45050,50090-4546,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,TABLET,60.0,mg,1,60.0,1.0,60.0,True
37454,45051,56062-724,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37455,45052,50991-212,GUAIFENESIN,pseudoephedrine,380 mg/1,TABLET,380.0,mg,1,380.0,1.0,380.0,True
37456,45053,63981-723,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37457,45054,69256-176,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37458,45055,43598-823,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37459,45056,50991-214,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,TABLET,60.0,mg,1,60.0,1.0,60.0,True
37460,45057,63981-724,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37461,45058,0113-2017,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37462,45059,59651-287,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37463,45060,41163-176,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37464,45061,0363-0204,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37465,45062,59651-288,GUAIFENESIN,pseudoephedrine,1200 mg/1,"TABLET, EXTENDED RELEASE",1200.0,mg,1,1200.0,1.0,1200.0,True
37466,45063,0363-0077,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37467,45064,50991-535,ACETAMINOPHEN,pseudoephedrine,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
37468,45065,69256-257,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37469,45066,50090-1075,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37470,45067,68016-204,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37471,45068,0573-0188,CHLORPHENIRAMINE MALEATE,pseudoephedrine,2 mg/1,"TABLET, COATED",2.0,mg,1,2.0,1.0,2.0,True
37472,45069,50090-1076,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37473,45070,11822-0566,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37475,45074,41520-881,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37477,45076,41250-417,NAPROXEN SODIUM,pseudoephedrine,220 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",220.0,mg,1,220.0,1.0,220.0,True
37478,45079,0363-1606,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37479,45080,41250-054,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37480,45081,50090-1098,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37481,45082,70000-0042,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37482,45084,41250-809,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37483,45086,37808-724,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37484,45089,41250-432,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37485,45090,37808-112,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37486,45092,70518-2318,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,TABLET,60.0,mg,1,60.0,1.0,60.0,True
37488,45095,30142-559,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37489,45096,63629-7766,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37490,45097,71205-100,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED",60.0,mg,1,60.0,1.0,60.0,True
37491,45099,69842-211,GUAIFENESIN,pseudoephedrine,1200 mg/1,"TABLET, EXTENDED RELEASE",1200.0,mg,1,1200.0,1.0,1200.0,True
37492,45101,30142-054,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37493,45102,41520-918,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37494,45105,30142-059,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37495,45106,41520-091,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37496,45107,69256-432,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37497,45108,0904-6337,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37498,45110,49035-780,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37499,45111,50090-1955,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, COATED",30.0,mg,1,30.0,1.0,30.0,True
37500,45112,63868-143,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37501,45114,36800-744,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37502,45115,59779-112,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37503,45116,11822-0650,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37504,45117,50844-112,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37505,45119,0573-2660,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37506,45120,46122-626,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37507,45121,70000-0392,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37508,45123,37808-777,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37509,45124,63824-041,GUAIFENESIN,pseudoephedrine,1200 mg/1,"TABLET, EXTENDED RELEASE",1200.0,mg,1,1200.0,1.0,1200.0,True
37510,45127,0536-1333,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37512,45129,37808-785,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37513,45130,49035-792,NAPROXEN SODIUM,pseudoephedrine,220 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",220.0,mg,1,220.0,1.0,220.0,True
37514,45131,50090-3287,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37515,45132,0904-6338,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, COATED",30.0,mg,1,30.0,1.0,30.0,True
37516,45133,50844-211,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
37517,45134,63824-057,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37518,45135,0113-2176,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37519,45137,62037-605,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37520,45138,50580-669,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,240 mg/1,"TABLET, EXTENDED RELEASE",240.0,mg,1,240.0,1.0,240.0,True
37521,45140,59779-703,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37522,45142,70518-0523,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37523,45143,50090-1203,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37524,45144,62011-0259,GUAIFENESIN,pseudoephedrine,600 mg/1,"TABLET, EXTENDED RELEASE",600.0,mg,1,600.0,1.0,600.0,True
37525,45145,37012-054,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
37526,45146,49035-488,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37527,45147,50580-728,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37528,45148,63552-039,LORATADINE,pseudoephedrine,5 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37529,45149,63552-040,LORATADINE,pseudoephedrine,10 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",10.0,mg,1,10.0,1.0,10.0,True
37530,45150,30142-611,FEXOFENADINE HYDROCHLORIDE,pseudoephedrine,60 mg/1,"TABLET, EXTENDED RELEASE",60.0,mg,1,60.0,1.0,60.0,True
37531,45151,37808-176,CETIRIZINE HYDROCHLORIDE,pseudoephedrine,5 mg/1,"TABLET, EXTENDED RELEASE",5.0,mg,1,5.0,1.0,5.0,True
37532,45152,50090-4629,PSEUDOEPHEDRINE HYDROCHLORIDE,pseudoephedrine,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",120.0,mg,1,120.0,1.0,120.0,True
